































































































































































































































































































































































































































































































































































































32,32,35,35,32,32,32,32,32,32












31,31,31,31,31,31





31,31
31,31,31,31,31,31,31,31,35




36,36,36,36,36,36,33,33,33,33,33,33,33,33,36,33,33
36,36,36,36





















































































































32,32,35,35,35,35,35,35,35,35,35,35,35,35,32





36,36,36,36,36,36,36,36,10,10,35,35,35,35,36,36,36,36,36,36,36,31,31,31

8,8,8,8,8,8





7,7,7,7,7,7,7,7



33,33
36,36,36,36,36,36,36,36,36,10,10,10,10,36,36,36,36,36,36,36,36
35,35,35,35,35,7,7,7,7,7,7,35,35,35,7,7,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,11,11,11,32,8
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,8,8,8,8,8,31,31,31,35,35,36,36,36,36,33,33,33,33,33,8,8,8,8,8,8


8,8,8,8,8,8,8,8,8,8,8,8,8,8,36,36,32
7,7,36,36,36,36,36,31,36,36,36,36,36,36,36,36,36,36,32,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,36,36
32,32,32




































































33,33
















































3,3,3,3





3,3,3,3,3,3,3,3,3,3,3,3
36,36,36,36,36,36,33,33,33,33,31,31,31,31,31,31




33,33,32,32,32,7

8,8,8,8,8,32,32


6,6,6
7,7,7,7,33,33,33,33,33,33,5,5,32,32,32,32,36,36,36,36,36,3,5,5,5,5,5,5,5,5,32,8,8,8,8,8,8,8,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,3,3,3,3
